ID,Section,Requirement Statement,Type,Priority,Verification Methods (from SRS),Primary Method (select),Acceptance Criteria,Agent Procedure (step-by-step),Evidence to Collect,Owner/Role,Phase/Gate,Status,Date Last Updated,Test Case ID / Link,Upstream Trace,Downstream Trace,Notes,Rationale,Risk,Assumptions,Constraints,Version & Change Notes,Verification Detail,Verification Level
ORCH-020E,9.16 LabVIEW Source Distribution,"Dev-mode bind for extracted SD SHALL honor a configurable g-cli timeout (>=120s) and allow a single warm retry; success/failure, timeout, and target path SHALL be logged.",Process,Medium,"Inspection, Test",Inspection,"Bind log shows timeout value, target path, and outcome; if first attempt times out, one retry is attempted after warm-up; final status logged.","Run dev-mode bind via orchestration; confirm logs record timeout, path, and attempts; simulate slow LabVIEW to trigger retry and observe behavior.",Dev-mode bind log with timeout/target and success or retry note; evidence of single retry when first attempt times out.,Automation QA (Agent),Build/Release,Proposed,2025-12-03,,scripts/prepare-labview-source/Prepare_LabVIEW_source.ps1; scripts/task-devmode-bind.ps1,Tooling/dotnet/OrchestrationCli/profiles/local-sd-ppl.yaml,Addresses g-cli timeout flakiness during Prepare_LabVIEW_source.,Reduces bind failures that block SD→PPL.,Risk: endless retries; mitigated by single retry limit.,Assumes LabVIEW/g-cli installed; timeout configurable.,Timeout minimum 120s; one retry max.,1 | hash=8bf255f2cf6a | New resilience requirement.,Inspection: confirm timeout logging and single retry handling in bind logs.,System
ORCH-020F,9.16 LabVIEW Source Distribution,"Lock/run-key logging SHALL include lock path, TTL, run-key, and force flag; consume harness SHALL demonstrate busy failure then force success; zip hash match SHALL be enforced with both hashes logged.",Process,High,"Inspection, Test",Test,"Host run logs lock path/TTL/run-key/force; consume run first fails busy without force, then succeeds with force; both runs log staged vs mounted zip SHA256 and require equality.",Run host local-sd-ppl to emit lock/log/hash; run consume harness twice (busy then force) per AGENT.md; verify logs for lock metadata and hash comparison.,"Host orchestration log with lock metadata and zip hash; consume harness logs showing busy failure, force success, and hash equality.",Automation QA (Agent),Build/Release,Proposed,2025-12-03,,AGENT.md; scripts/orchestration/Run-ConsumeSd-DockerHarness.ps1; Tooling/dotnet/OrchestrationCli/profiles/consume-sd-docker.yaml,Tooling/docker/consume-sd; scripts/orchestration/Run-LocalSd-Ppl.ps1,Strengthens handoff integrity and lock semantics.,Mitigates silent hash drift and lock misuse.,Risk: hash mismatches unnoticed or locks bypassed.,Assumes Docker Desktop available for consume run.,Hash mismatch SHALL fail; busy then force sequence required.,1 | hash=4e4100b0fcb3 | New lock/hash requirement.,"Inspection/Test: review logs for lock metadata, busy/force paths, and hash comparison.",System
LVSD-001,9.16 LabVIEW Source Distribution,"A new LabVIEW Source Distribution task (Editor Packed Library build spec referenced by seed.vipb) shall run via LabVIEWCLI ExecuteBuildSpec before the lvlibp + VI Package flow, placing outputs in the same paths the VI Package build already expects so seed.vipb cannot tell the difference.",Process,High,"Inspection, Test",Inspection,Task exists (VS Code + CI) invoking LabVIEWCLI ExecuteBuildSpec with the Editor Packed Library build spec; outputs land in the same destinations consumed by the lvlibp + VI Package steps.,Inspect the VS Code task/CI job and the CLI invocation for the Editor Packed Library build spec; verify outputs are produced in the expected destination prior to lvlibp/VI Package build.,Task definition snippet plus CLI log showing ExecuteBuildSpec invocation and output paths.,Automation QA (Agent),Build/Release,Proposed,2025-11-29,ADR-2025-014-labview-source-distributions,ADR-2025-014-labview-source-distributions,DevMode/CI tasks invoking LabVIEWCLI ExecuteBuildSpec,Ensures source distribution is built first and paths align with existing lvlibp/VI package inputs so seed.vipb is agnostic.,Keeps build ordering aligned with seed.vipb expectations.,Risk: path drift breaks VIPB build; mitigated by reusing existing destinations.,Assumes LabVIEW 2020+ and VI Server enabled on build agent.,Outputs reused by lvlibp/VI Package; Icon Editor asset sync SHALL skip copy when hashes match (copy only on mismatch) and may prefer repo-local staging when available.,5 | hash=23fe554766a5 | Asset sync idempotence/staging clarified 2025-12-01,Inspection/test of Editor Packed Library build invocation and outputs.,System
LVSD-002,9.16 LabVIEW Source Distribution,"Each source distribution build shall emit a manifest JSON under reports/ with per-VI entries containing vi_path, per-VI commit hash, build_spec, and timestamp, plus top-level build metadata (project/target/spec).",Interface,High,Inspection,Inspection,"Manifest JSON exists and each VI entry has non-empty fields path, author, date, source, commit_hash; random sample of at least 3 entries verified; fail if any required field missing/empty.",Build a source distribution and inspect the manifest under reports/; confirm fields present for each VI and top-level build metadata.,"Manifest excerpt showing per-VI vi_path, commit, build_spec, timestamp, and build metadata.",Automation QA (Agent),Build/Release,Proposed,2025-11-29,ADR-2025-014-labview-source-distributions,ADR-2025-014-labview-source-distributions,Reports manifest for source distribution runs,Enables traceability of source contents and commit provenance for the distribution.,Improves provenance of SD outputs.,Risk: missing commit hashes reduce traceability; mitigated by per-VI git lookup.,Assumes git metadata available for per-VI commits.,Manifest stored under reports/; referenced by log-stash.,2 | hash=757fcbe2c9f9 | Wording update 2025-11-29,Inspection of manifest JSON for required fields and metadata.,System
LVSD-003,9.16 LabVIEW Source Distribution,"Source distribution outputs and their manifest shall be published as log-stash artifacts alongside existing build bundles, using relative paths under builds/log-stash/ and linked from the manifest/logs for CI evidence.",Process,Medium,"Inspection, Test",Inspection,"Log-stash bundle exists at builds/log-stash/<commit>/source/...; bundle manifest lists files.manifest and files.outputs attachments with relative paths; both files exist, have size>0, and paths resolve; logs include the bundle path. Pass only if bundle, attachments, path resolution, and size checks succeed; fail otherwise.",Run the source distribution task and confirm log-stash helper copies the manifest/output paths into a bundle and updates the index.,Log-stash manifest excerpt and helper log showing bundle path and attachments.,Automation QA (Agent),Build/Release,Proposed,2025-11-29,ADR-2025-014-labview-source-distributions,ADR-2025-014-labview-source-distributions,builds/log-stash bundle for source distribution,Keeps source distribution artifacts traceable in CI alongside VIPB artifacts.,Maintains CI evidence for SD outputs.,Risk: missing bundle reduces auditability; mitigated by helper + index.,Assumes log-stash helper wired into the new task.,Relative bundle paths under builds/log-stash.,2 | hash=801ea1a8b56e | Wording update 2025-11-29,Inspection/test of log-stash bundle for source distribution artifacts.,System
LVSD-004,9.16 LabVIEW Source Distribution,"Source distribution manifests (JSON and CSV) shall record per-file path, last_commit, commit_author, commit_date, commit_source, size_bytes and be packaged inside builds/artifacts/source-distribution.zip for traceability; commit_source shall be populated from a supplied commit index (no repo_head fallbacks).",Interface,High,"Inspection, Test",Inspection,"Manifest JSON and CSV each include required fields (path, author, date, source, commit_hash) for every entry; artifact zip contains both files; sha256 of zipped files matches workspace copies; commit_source values come from the provided commit index and never equal repo_head. Pass only if field presence, hash match, and commit_source origin are verified; fail otherwise.",Run the source distribution task with a supplied commit index; inspect builds/Source Distribution/manifest.json and manifest.csv for required columns and commit_source values; verify builds/artifacts/source-distribution.zip contains both manifest files.,Manifest excerpts plus zip listing showing manifest.json and manifest.csv,Automation QA (Agent),Build/Release,Proposed,2025-11-29,ADR-2025-014-labview-source-distributions,ADR-2025-014-labview-source-distributions,Script: scripts/build-source-distribution/Build_Source_Distribution.ps1 produces manifests and zip artifact using the commit index input.,Ensures per-file traceability (hash/author/date/source) is captured and archived with the distribution.,Provides per-file traceability for SD artifacts.,Risk: missing fields or missing manifests reduce traceability; mitigated by inspection in task/CI.,Assumes a commit index is supplied for manifest generation; LabVIEW install files may remain null.,Manifests live under builds/Source Distribution; zip under builds/artifacts.,4 | hash=c24172046908 | Enforce commit index (no repo_head) 2025-12-01,Inspection/test showing manifest fields and zip contents.,System
LVSD-005,9.16 LabVIEW Source Distribution,"A source distribution verification CLI command shall unzip builds/artifacts/source-distribution.zip, load manifest.json/manifest.csv, validate every non-null last_commit exists in the repository git history, and fail if any commit_source equals repo_head; null commits may be allowed unless strict mode is requested.",Process,High,"Inspection, Test",Test,Valid manifest input with commit_source from a supplied index produces exit 0 and success message; any missing/invalid commit hashes or any commit_source=repo_head produce non-zero exit and entries in builds/reports/source-distribution-verify (and optional log-stash bundle). Fail otherwise.,Run the verification command on a valid source-distribution.zip generated with a commit index and expect success and [artifact] report paths; modify one manifest entry to an invalid commit or to commit_source=repo_head and expect non-zero exit and failing entry in the report.,Command/log output showing `[artifact]` report paths and exit codes for valid/invalid cases,Automation QA (Agent),Build/Release,Proposed,2025-11-29,ADR-2025-014-labview-source-distributions,ADR-2025-014-labview-source-distributions,Source distribution verification CLI/task,Ensures source distribution provenance is checked before downstream consumption.,Protects downstream flows by validating manifest commits.,Risk: unverified distributions could ship stale or tampered content; mitigated by hard failure on missing commits or repo_head commit_source.,Assumes git history is present locally for commit lookups and commit index supplied.,Requires access to builds/artifacts/source-distribution.zip and git history.,4 | hash=7cf9b55f5bea | Enforce commit index (fail on repo_head) 2025-12-01,Test: witness QA reviewer; facility devcontainer or CI runner; equipment manifest validation logs demonstrating commit validation success/failure; pass per acceptance criteria.,System
LVSD-006,9.16 LabVIEW Source Distribution,"A repo-scoped LabVIEW Icon API source distribution shall be built solely from the repo-staged vi.lib/LabVIEW Icon API payload, the repo-staged resource folder, and Test/Unit tests for the target LabVIEW version/bitness; the build shall hard-fail if any payload is missing or its hash differs from the expected baseline; outputs shall include only that content plus manifests/zip under run-scoped builds/<run>/... and builds-isolated/<run>/... with no commit_source=repo_head entries.",Process,High,"Inspection, Test",Inspection,"Pass when: (a) the pre-build SHA256 of the repo-staged vi.lib/LabVIEW Icon API payload and resource folder match documented baseline hashes; (b) deleting or altering either payload causes the task to fail before manifest/zip creation; (c) generated manifests contain only entries whose relative paths start with resource/, vi.lib/LabVIEW Icon API/, or Test/Unit tests/ and every commit_source value is not repo_head; (d) artifacts exist only under builds/<run>/... and builds-isolated/<run>/... roots, with no files emitted outside those roots.",Run the Icon API SD task with supplied baseline hashes and a commit index; verify pre-build hash checks pass; inspect manifest paths/commit_source and artifact locations; inject missing/mismatch payloads to confirm hard failure.,"Manifest excerpts and artifact listing showing only resource/, vi.lib/LabVIEW Icon API/, and Test/Unit tests/ content, commit_source not equal to repo_head, and run-scoped paths.",Automation QA (Agent),Build/Release,Proposed,2025-12-01,ADR-2025-014-labview-source-distributions,ADR-2025-014-labview-source-distributions,Icon API SD uses repo-staged cache only; no Program Files sourcing.,"Ensures deterministic, repo-scoped Icon API SD without mutating LabVIEW installs.",Protects against missing/drifted Icon API payloads and environment side effects.,Risk: stale baseline hash blocks builds; mitigated by refreshing the repo-staged cache intentionally.,Assumes baseline zip/hash for vi.lib/LabVIEW Icon API and resource content are stored in repo and a commit index is supplied.,Run-scoped outputs only; fail fast on missing/mismatch payload; commit_source shall not be repo_head.,5 | hash=b521eeea948e | Scope expanded to resource and unit tests 2025-12-01,"Inspection/test evidence of hash check, manifest paths/commit_source, and run-scoped artifacts.",System
LVSD-007,9.16 LabVIEW Source Distribution,"The one-run local source distribution flow SHALL be executed via OrchestrationCli using a task graph that performs prereq check, Build_Source_Distribution.ps1, commit-index generation, checksum/hashes, and run-scoped artifact staging without relying on GitHub Actions dispatch.",Process,High,"Inspection, Test",Test,"Pass when the orchestration profile runs end-to-end on a Windows runner and produces: (a) SD zip + manifests under builds-isolated/<run>/..., (b) commit-index JSON/CSV, (c) sha256 hashes for produced artifacts; and the run fails fast if any step in the task graph fails.",Run OrchestrationCli with the one-run SD profile to execute prereq check -> Build_Source_Distribution.ps1 -> commit-index generation -> hash/stage artifacts; observe exit code and outputs.,"OrchestrationCli logs showing task graph execution; artifact listing under builds-isolated/<run>/ with SD zip, manifests, commit-index, sha256 files.",Build/Release,Build/Release,Proposed,2025-12-01,,ADR-2025-014-labview-source-distributions; docs/requirements/dotnet-runner.md,Tooling/dotnet/OrchestrationCli/profiles/local-sd-once.yaml,"Enforces the orchestrated, local SD flow without GH Actions dependency.",Ensures deterministic SD builds via orchestrator on self-hosted runners.,Orchestration misconfig halts build; mitigated by prereq check and fail-fast tasks.,Assumes Windows runner with LabVIEW/VIPM/dotnet and repo scripts available; labels match local runner.,Run-scoped outputs; no GH Actions dispatch; task graph SHALL include prereq/build/commit-index/hash/stage.,2 | hash=8254074ea86a | Selected OrchestrationCli for one-run SD 2025-12-01,Test: run the orchestration profile on self-hosted Windows runner; witness: QA; facility: local runner; equipment: LabVIEW/VIPM/dotnet; pass when artifacts and sha256 files exist under builds-isolated/<run>/ and task graph exits 0; fail-fast on step errors.,System
LVSD-008,9.16 LabVIEW Source Distribution,The one-run orchestration for the source distribution SHALL coordinate concurrent use across Windows/macOS/Linux by using a run key and a cross-platform lock (file + TTL/force override) so only one local-sd task graph executes at a time and artifacts are staged under run-scoped paths.,Process,High,"Inspection, Test",Test,Pass when: (a) lock/TTL prevents overlapping local-sd runs with 900 second default timeout unless force is set; (b) run-key controls staging under builds-isolated/<runKey>/; (c) release removes the lock on success/fail with 0 stale locks remaining. Attempting a second run while lock is fresh shall fail with a clear busy error code.,Run two local-sd invocations on the same runner: first acquires lock and stages artifacts under a unique run-key; second should fail with busy unless TTL expired or force enabled; observe run-key in staged path and lock removal on completion.,"Logs showing lock acquisition/release, busy failure on second run, and run-key-scoped artifacts under builds-isolated/<runKey>.",Automation QA (Agent),Build/Release,Proposed,2025-12-01,TC-LOCAL-SD-LOCK,ADR-2025-014-labview-source-distributions; AGENT.md,Tooling/dotnet/OrchestrationCli/profiles/local-sd-once.yaml,Prevents runner collisions and ensures run-scoped staging across platforms.,Protects concurrent users on shared self-hosted runners.,Overlapping runs can still collide if force misused; mitigated by busy/fail default and TTL.,Assumes filesystem lock file is writable on runner; env vars may override run key/lock path/TTL.,Lock + run-key SHALL gate execution and staging; default TTL 900s; force override allowed.,1 | hash=ba659e78c898 | Baseline 2025-12-01,Test: run back-to-back local-sd on same runner; witness: QA; facility: Windows/macOS/Linux runner; equipment: OrchestrationCli; expect busy failure on second run unless force/TTL allow; lock cleared after first run.,System
LVSD-009,9.16 LabVIEW Source Distribution,A containerized test harness SHALL be provided (Docker Desktop OK) to validate LVSD-008 by running two local-sd invocations in a Docker image and demonstrating busy/force behavior and run-key staging across Windows/macOS/Linux hosts.,Process,Medium,"Inspection, Test",Test,"Pass when the Docker-based harness: (a) builds/pulls the orchestration image with exit code 0, (b) runs one local-sd to acquire lock and stage at least 1 artifact under a run-key, (c) runs a second local-sd showing busy failure (non-zero exit code) unless TTL of 900 seconds expired or force enabled, and (d) stages artifacts under at least 2 distinct run-key paths.",Use Docker to run the provided harness: container 1 runs local-sd and stages under run-key A; container 2 attempts local-sd and should fail busy unless force/TTL allow; verify run-key paths and logs.,"Docker build/run logs showing orchestration image use, busy/fail on overlapping run, and run-key-scoped artifacts.",Automation QA (Agent),Build/Release,Proposed,2025-12-01,TC-LOCAL-SD-DOCKER,ADR-2025-014-labview-source-distributions; AGENT.md,Tooling/dotnet/OrchestrationCli/profiles/local-sd-once.yaml (plus Docker harness spec),"Proves LVSD-008 coordination works in a containerized, cross-OS scenario.",Validates lock/run-key coordination independently of the host OS.,Risk: Docker layer may not mirror host LabVIEW/VIPM; mitigated by using a slim harness to exercise locking only.,Assumes Docker Desktop available; harness focuses on lock/run-key staging (not full LabVIEW build).,Lock/run-key SHALL operate correctly inside the container; busy/force scenarios demonstrated.,1 | hash=018cce4354b2 | Baseline 2025-12-01,Test: Docker harness run; witness: QA; facility: Docker Desktop; equipment: orchestration image + scripts; expect busy/fail on second run unless force/TTL allow and run-key staging under distinct paths.,System
LVSD-012,9.16 LabVIEW Source Distribution,"The SD->PPL orchestration SHALL use isolated git worktrees: one for the SD build and a separate worktree for extracting the SD and building the PPL, with a dev-mode bind applied in the PPL worktree to verify LabVIEW integrity without touching the primary tree.",Process,High,"Inspection, Test",Test,"Run creates at least 2 distinct worktree paths for SD and PPL stages; logs show the PPL worktree path, dev-mode bind applied there with 0 binding errors, and artifacts staged under the main repo only after successful build with exit code 0.","Run the SD->PPL helper/profile and observe: (a) git worktree added for the PPL stage (path recorded in logs), (b) Build_Ppl_From_SourceDistribution.ps1 uses that worktree/extract root, binds dev-mode there, and builds the PPL, (c) only after success are zip/PPL artifacts staged under artifacts/ and builds-isolated/<runKey>/.","Logs showing worktree creation/removal (paths), dev-mode bind in the PPL worktree, and final artifact staging; git worktree list output; PPL build transcript referencing the worktree paths.",Automation QA (Agent),Build/Release,Proposed,2025-12-01,profiles/local-sd-ppl.yaml; scripts/orchestration/Run-LocalSd-Ppl.ps1,AGENT.md; Tooling/dotnet/OrchestrationCli/profiles/local-sd-ppl.yaml,scripts/orchestration/Run-LocalSd-Ppl.ps1; scripts/ppl-from-sd/Build_Ppl_From_SourceDistribution.ps1,"Keeps SD and PPL stages isolated, reducing cross-contamination and allowing integrity checks via dev-mode bind in a clean worktree.",Prevents SD/PPL steps from polluting the main tree and surfaces LabVIEW integrity issues within an isolated worktree.,Risk: stale worktrees left behind; mitigated by clean creation per run and optional removal.,Assumes git worktree available and LabVIEW/dev-mode tooling can bind within the PPL worktree extract root.,Worktree paths SHALL be unique per run; dev-mode bind SHALL target the PPL worktree extract root; staging to artifacts/builds-isolated happens only after successful build.,1 | hash=50d63fec8224 | Baseline 2025-12-01,"Inspection/Test: run SD->PPL helper/profile, capture logs showing distinct worktree paths for SD and PPL, dev-mode bind in the PPL worktree, and staging under artifacts/builds-isolated only after success.",System
LVSD-013,9.16 LabVIEW Source Distribution,"The SD->PPL orchestration SHALL run missing-in-project and LUnit tests first and SHALL start the PPL build immediately after a passing test run, using the same extracted SD/worktree and logging the ordered sequence (missing-check -> unit-tests -> PPL).",Process,High,"Inspection, Test",Test,"A run shows: (a) missing-check completes success, (b) unit-tests complete success, (c) PPL build starts next without a new extract/bind and uses the same runKey/worktree; failure in (a) or (b) stops before PPL. Pass only if logs capture the ordered steps and shared paths.","Execute the SD->PPL helper/profile (e.g., Run-LocalSd-Ppl.ps1 or OrchestrationCli sd-ppl) and verify ordered logs for missing-check then unit-tests then PPL start; confirm paths/runKey/worktree reused across steps and PPL is skipped when tests fail.",Run log excerpts showing the ordered sequence and shared worktree/runKey; timestamps proving immediate PPL start after tests; evidence PPL skipped on test failure.,Automation QA (Agent),Build/Release,Proposed,2025-12-02,profiles/local-sd-ppl.yaml; scripts/orchestration/Run-LocalSd-Ppl.ps1,AGENT.md; Tooling/dotnet/OrchestrationCli/profiles/local-sd-ppl.yaml,scripts/orchestration/Run-LocalSd-Ppl.ps1; scripts/ppl-from-sd/Build_Ppl_From_SourceDistribution.ps1,Guarantees build integrity by gating PPL creation on passing project integrity + unit tests in the same isolated worktree.,Prevents shipping a PPL when tests fail; keeps SD/PPL workflow deterministic.,Risk: longer run time; mitigated by fail-fast gating.,Assumes missing-check and unit-tests can run in the isolated worktree; PPL build consumes the same extract.,Sequence SHALL be missing-check then unit-tests then PPL; PPL SHALL reuse the same runKey/worktree/extract.,2 | hash=1f0639d630c0 | Sequence wording refresh 2025-12-11,"Inspection/Test: run SD->PPL helper/profile, capture ordered logs, and verify skip on failures.",System
RUN-DOTNET-001,9.21 Runner Prerequisites,"The Windows self-hosted CI runner SHALL have the .NET SDK 8.0.x installed and resolvable on PATH for the runner user (non-elevated), matching the upstream build toolchain used by repo tooling.",Functional/Performance,High,"Inspection, Test",Inspection,"`dotnet --list-sdks` includes 8.0.x, `dotnet --info` succeeds under the runner account, and `scripts/setup-runner/Verify-RunnerPrereqs.ps1` exits 0 without skip flags. Pass when observed failures = 0 and required events are captured in logs with timestamps.",On the runner host: (a) run `dotnet --list-sdks` and confirm an 8.0.x entry; (b) run `dotnet --info`; (c) run `pwsh -File scripts/setup-runner/Verify-RunnerPrereqs.ps1` with no skip flags and confirm success.,Logs/screenshots showing dotnet 8.0.x and prereq script success.,Automation QA (Agent),CI Integration,Proposed,2025-12-01,,docs/requirements/dotnet-runner.md,scripts/setup-runner/Verify-RunnerPrereqs.ps1,Ensures runner matches the unified .NET toolchain and works under non-elevated accounts.,Aligns runner toolchain with repo/.devcontainer baseline (net8.0) for consistency across CI and local tasks.,Risk: builds fail or diverge if the wrong SDK is present; mitigation: prereq script gate.,Assumes Windows self-hosted runner with PATH inherited by service/interactive user; side-by-side SDKs allowed.,SDK 8.0.x SHALL remain installed; service/interactive PATH SHALL resolve dotnet.,2 | hash=50420052d3cd | Baseline 2025-12-01 -> Edited requirement statement and hash alignment 2025-12-01,Inspection/Test: collect dotnet --list-sdks output and prereq script transcript showing exit 0.,System
XCLI-PROV-001,9.20 x-cli Provider,"The default LabVIEW provider (ILabviewProvider) SHALL be used by x-cli subcommands vi-analyzer-run/verify, vi-compare-run, vipm-apply-vipc, and vipm-build-vip without requiring new CLI flags.",Functional/Performance,High,Test,Test,"For each listed subcommand under default provider, logs/process list show LabVIEWCLI/g-cli (real provider) starts and exits 0, and outputs match expected schema/baseline samples. Pass only if both process evidence and schema match are present; fail otherwise.","Run: `pwsh scripts/common/invoke-repo-cli.ps1 -CliName XCli -RepoRoot . -Args @('vi-analyzer-run','--request','configs/vi-analyzer-request.sample.json')` (and vi-compare-run, vipm-apply-vipc, vipm-build-vip). Verify stdout/stderr and exit codes match prior behavior; no additional flags required.",Console/log output showing successful runs with default provider; exit code 0.,Build/Tooling,Dev,Proposed,2025-11-29,,Tooling/x-cli/src/XCli/ViAnalyzer/ViAnalyzerRunCommand.cs;ViAnalyzerVerifyCommand.cs;ViCompareRunCommand.cs;VipmApplyVipcCommand.cs;VipmBuildVipCommand.cs,VS Code tasks: 07 x-cli: VI Analyzer; 09 x-cli: VI History (vi-compare-run); vipm apply/build equivalents.,Ensures default provider preserves behavior and CLI surfaces; derived from ADR-0004.,Preserves existing provider behavior when no override is set.,Risk: behavior regression if provider wiring changes outputs; mitigated by smoke tests.,Assumes no XCLI_PROVIDER set; real LabVIEW/g-cli present for non-sim runs.,Defaults to LabviewProviderSelector -> DefaultLabviewProvider; no flag change.,3 | hash=6def28fd8a5d | Helper-based procedure update 2025-11-30,Test: witness QA reviewer; facility devcontainer or CI runner; equipment provider run logs across covered subcommands showing default behavior; pass per acceptance criteria.,System
XCLI-PROV-002,9.20 x-cli Provider,"The simulated provider SHALL be selectable via `XCLI_PROVIDER=sim` and return stubbed results without invoking LabVIEW/g-cli; optional env knobs: `XCLI_SIM_FAIL`, `XCLI_SIM_EXIT`, `XCLI_SIM_DELAY_MS`.",Functional/Performance,Medium,Test,Test,"With XCLI_PROVIDER=sim, each listed subcommand exits with expected simulated code, stdout contains a simulated marker (e.g., ""SIMULATED""), and no LabVIEW/g-cli processes appear in logs/process list. Pass only if simulated outputs are present and no real processes spawn; fail otherwise.","Set `XCLI_PROVIDER=sim` and run `pwsh scripts/common/invoke-repo-cli.ps1 -CliName XCli -RepoRoot . -Args @('vi-analyzer-run','--request','configs/vi-analyzer-request.sample.json')`; expect simulated output and exit code per XCLI_SIM_* envs; repeat for vi-compare-run, vipm-apply-vipc, vipm-build-vip.",Console/log output showing simulated messages and exit codes honoring XCLI_SIM_*; no LabVIEW processes spawned.,Build/Tooling,Dev,Proposed,2025-11-29,,Tooling/x-cli/src/XCli/Labview/Providers/SimulatedLabviewProvider.cs;Program.cs;ViAnalyzerRunCommand.cs;ViCompareRunCommand.cs;VipmApplyVipcCommand.cs;VipmBuildVipCommand.cs,"VS Code tasks can be run with XCLI_PROVIDER=sim to dry-run (07, 09, VIPM tasks).",Enables CI/dry-run mode without LabVIEW; derived from ADR-0004.,Provides simulation path without touching LabVIEW/g-cli.,Risk: accidental sim in prod; mitigated by explicit env requirement.,Assumes env XCLI_PROVIDER=sim set; sim is side-effect-free.,Sim provider returns stubbed stdout/stderr and exit code; honors XCLI_SIM_*.,3 | hash=49ffadda5f3f | Helper-based procedure update 2025-11-30,Test: witness QA reviewer; facility devcontainer or CI runner; equipment simulated provider outputs and exit codes across covered subcommands; pass per acceptance criteria.,System
BIND-001,9.10 Development Mode Binding,"The bind/unbind composite SHALL detect per-bitness development-mode token state and emit a machine-readable summary (JSON) listing the current INI path, expected path, and planned action (bind/skip/unbind/fail) for each requested bitness.",Functional/Performance,High,"Inspection, Test",Inspection,"JSON summary includes entries for each requested bitness with fields current_path, expected_path, and action reflecting actual INI state. Pass when observed failures = 0 and required events are captured in logs with timestamps.","Run the composite in status/dry-run mode against a repo with known dev-mode states (bound and unbound). Inspect JSON output for each bitness: current_path matches INI, expected_path matches the repo, action reflects the decision.",JSON output snippet; INI file contents before/after showing accuracy.,Automation QA (Agent),Build/Release,Planned,2025-02-20,TC-DEV-BIND-WIN;TC-DEV-BIND-LNX,docs/adr/ADR-2025-003-dev-mode-composite-helper.md; docs/adr/ADR-2025-004-dev-mode-intent-shim.md,Composite action .github/actions/dev-mode-binder and Pester tests (planned).,Nice-to-have status visibility; enables automation.,Required to safely bind/unbind LabVIEW dev-mode tokens per dev-mode binder design; prevents corrupted tokens and mis-scoped changes.,"Risk: corrupt dev-mode tokens or binding the wrong repo (quality/schedule); mitigations: dry-run/report, force guard, revert-on-failure, explicit bitness filters.","Assumes repository_path exists on runner, g-cli and Create_LV_INI_Token.vi available, and user provides bitness (32/64/both).",Runs on Windows self-hosted runner with LabVIEW + g-cli; touches LocalHost.LibraryPaths INI entries for provided repository_path only; no global git config changes; uses Create_LV_INI_Token.vi.,1 | hash=9b80d9e451fd | Baseline 2025-11-26,Inspection + Demonstration: run .github/actions/dev-mode-binder against known dev-mode tokens; capture JSON summary showing requested_bitness/current_path/expected_path/action fields per bitness.,System
BIND-002,9.10 Development Mode Binding,"When binding, the composite SHALL apply development mode only for bitnesses that are missing or mismatched and SHALL skip bitnesses whose LocalHost.LibraryPaths already contains the expected token path (the repo's lvproj parent), and SHALL ensure dev-mode prep completes (packed libs removed, sources prepared) for the bitnesses it binds.",Functional/Performance,High,Test,Test,"After running bind: (a) previously mismatched/missing bitness shows the repo path in INI, packed libs are removed, and dev-mode prep completes; (b) bitnesses with an existing matching LocalHost.LibraryPaths entry remain unchanged. Pass when observed failures = 0 and required events are captured in logs with timestamps.","Set a wrong INI path for one bitness and correct for another; run bind; verify only the wrong bitness changes while the correct one is untouched, and that packed libs are removed/prepare scripts ran for the changed bitness.",Before/after INI entries; dev-mode logs per bitness; absence of packed libs.,Automation QA (Agent),Build/Release,Planned,2025-02-20,TC-DEV-BIND-WIN;TC-DEV-BIND-LNX,docs/adr/ADR-2025-003-dev-mode-composite-helper.md; docs/adr/ADR-2025-004-dev-mode-intent-shim.md,Composite action .github/actions/dev-mode-binder and Pester tests (planned).,Uses existing Set_Development_Mode.ps1 under the hood.,Required to safely bind/unbind LabVIEW dev-mode tokens per dev-mode binder design; prevents corrupted tokens and mis-scoped changes.,"Risk: corrupt dev-mode tokens or binding the wrong repo (quality/schedule); mitigations: dry-run/report, force guard, revert-on-failure, explicit bitness filters.","Assumes repository_path exists on runner, g-cli and Create_LV_INI_Token.vi available, and user provides bitness (32/64/both).",Runs on Windows self-hosted runner with LabVIEW + g-cli; touches LocalHost.LibraryPaths INI entries for provided repository_path only; no global git config changes; uses Create_LV_INI_Token.vi.,1 | hash=fcd3530f40db | Baseline 2025-11-26,Demonstration/Test: start with mixed bound/unbound bitnesses; run binder and verify JSON/action results show bind only where missing and skip where already bound; capture logs and before/after LocalHost.LibraryPaths.,System
